datetime,AirTemp,pres,rain,rh,wd,ws,Global_Solar_Flux,Diffuse_Solar_Flux,Direct_Solar_Flux,Downwelling_IR_Flux,SAA,SZA,PAC,TGBT [kW],kw_heater_corridor1_zone1,kw_heaters_corridor_zone2,kw_heaters_toilets_zone2,kw_heatingcoolingtotal_zone1,kw_heatingcoolingtotal_zone2,kw_lights_zone1,kw_lights_zone2,kw_total_zone1,kw_total_zone2,kw_ventilation_zone1,kw_ventilation_zone2,kw_water_heater_zone2,plugs_zone2
2022-03-13 01:00:00+00:00,9.081,990.103,0.0,71.211,170.067,4.541,-0.187,-0.359,-0.013,342.009,-157.265,90.0,0.0,31.505,-1.469,-1.06,-0.579,-1.635,-1.865,-0.005,-0.041,3.768,4.197,-1.087,-1.952,-0.004,-0.283
2022-03-13 02:00:00+00:00,8.623,989.481,0.0,72.296,170.545,4.289,-0.942,-1.145,-0.298,271.409,-139.035,90.0,0.0,31.674,-1.494,-1.064,-0.583,-1.66,-1.855,-0.005,-0.027,3.832,4.191,-1.12,-1.971,-0.004,-0.283
2022-03-13 03:00:00+00:00,7.453,988.945,0.0,77.395,167.355,4.137,-1.077,-1.203,-0.32,263.267,-123.478,90.0,0.0,34.584,-1.527,-1.067,-0.584,-1.693,-1.869,-0.005,-0.024,4.437,4.364,-1.294,-2.135,-0.004,-0.286
2022-03-13 04:00:00+00:00,7.101,988.823,0.0,76.543,162.144,3.503,-0.523,-0.598,-0.007,314.426,-110.105,90.0,0.0,35.571,-1.541,-1.068,-0.587,-1.707,-3.876,-0.005,-0.024,3.712,6.26,-1.248,-2.135,-0.004,-0.283
2022-03-13 05:00:00+00:00,7.141,988.809,0.0,74.633,158.461,2.917,-0.469,-0.591,-0.045,309.711,-98.131,90.0,0.0,33.72,-1.551,-1.069,-0.595,-1.718,-1.877,-0.005,-0.042,3.675,4.224,-1.234,-1.963,-0.004,-0.283
2022-03-13 06:00:00+00:00,7.385,988.945,0.0,71.992,168.206,3.488,1.263,1.147,1.811,327.783,-86.794,89.994,0.0,45.003,-1.553,-1.07,-0.598,-1.721,-1.891,-0.005,-0.031,4.572,4.553,-2.05,-1.919,-0.343,-0.281
2022-03-13 07:00:00+00:00,7.858,989.175,0.0,68.805,167.911,4.132,78.906,61.011,110.251,316.413,-75.399,81.295,704.333,44.642,-1.56,-1.075,-0.601,-1.728,-1.897,-0.005,-0.048,4.337,4.038,-1.999,-1.905,-0.005,-0.283
2022-03-13 08:00:00+00:00,8.929,989.158,0.0,63.931,172.007,4.65,323.489,126.663,629.374,287.769,-63.277,72.033,5294.333,41.8,-1.559,-1.069,-0.603,-1.727,-1.89,-0.005,-0.024,3.857,3.906,-1.543,-1.786,-0.004,-0.283
2022-03-13 09:00:00+00:00,10.15,989.153,0.0,60.076,171.101,3.155,298.895,271.539,57.867,333.879,-49.765,63.769,4414.0,37.301,-1.567,-1.063,-0.601,-1.734,-1.888,-0.005,-0.029,3.918,3.398,-1.603,-1.245,-0.004,-0.282
2022-03-13 10:00:00+00:00,9.677,989.177,0.0,68.813,189.84,3.288,179.775,178.598,1.952,342.469,-34.297,57.125,2827.0,39.32,-1.556,-1.053,-0.595,-1.722,-1.872,-0.005,-0.045,3.951,3.214,-1.653,-1.037,-0.004,-0.281
2022-03-13 11:00:00+00:00,10.615,989.012,0.0,61.191,170.671,4.259,94.314,94.289,0.215,346.284,-16.733,52.838,1459.333,38.155,-1.545,-1.043,-0.589,-1.71,-1.855,-0.005,-0.053,3.733,3.944,-1.443,-1.645,-0.18,-0.281
2022-03-13 12:00:00+00:00,10.32,988.923,0.0,63.029,163.973,3.421,101.421,101.265,0.255,345.398,2.193,51.565,1558.0,39.703,-1.582,-1.076,-0.579,-1.75,-1.885,-0.005,-0.042,3.852,3.815,-1.511,-1.683,-0.005,-0.283
2022-03-13 13:00:00+00:00,9.157,988.729,0.0,73.49,164.359,5.162,141.431,141.127,0.299,343.555,20.935,53.538,2052.333,42.105,-1.565,-1.076,-0.551,-1.732,-1.855,-0.005,-0.041,4.208,3.874,-1.864,-1.779,-0.005,-0.283
2022-03-13 14:00:00+00:00,9.188,988.815,0.0,76.286,174.439,4.83,130.067,129.989,0.109,341.39,38.069,58.404,1976.667,41.084,-1.569,-1.086,-0.546,-1.737,-1.847,-0.005,-0.055,4.359,3.293,-1.836,-0.983,-0.005,-0.281
2022-03-13 15:00:00+00:00,8.49,989.367,0.013,84.473,192.247,3.433,34.431,34.277,-0.121,346.363,53.079,65.459,310.667,38.245,-1.537,-1.066,-0.545,-1.703,-1.836,-0.005,-0.024,4.629,2.977,-2.092,-0.699,-0.004,-0.282
2022-03-13 16:00:00+00:00,7.117,989.93,0.013,90.386,225.451,3.095,38.639,38.736,-0.036,338.195,66.241,73.98,468.333,32.297,-1.533,-1.058,-0.555,-1.698,-1.837,-0.005,-0.054,3.721,2.787,-1.296,-0.486,-0.004,-0.282
2022-03-13 17:00:00+00:00,7.07,990.742,0.0,92.008,224.753,2.791,12.473,12.482,-0.065,339.355,78.162,83.379,42.667,31.293,-1.54,-1.053,-0.566,-1.705,-1.838,-0.005,-0.033,3.628,2.49,-1.204,-0.195,-0.004,-0.281
2022-03-13 18:00:00+00:00,7.067,991.832,0.0,93.591,222.811,2.621,-0.238,-0.282,-0.027,340.561,89.507,90.0,0.0,31.399,-1.572,-1.062,-0.591,-1.738,-1.874,-0.004,-0.028,3.835,2.52,-1.359,-0.194,-0.004,-0.282
2022-03-13 19:00:00+00:00,7.163,992.897,0.0,93.014,228.485,3.183,-0.461,-0.575,-0.072,321.208,100.95,90.0,0.0,30.904,-1.581,-1.063,-0.619,-1.748,-1.877,-0.005,-0.039,3.685,2.604,-1.212,-0.266,-0.004,-0.281
2022-03-13 20:00:00+00:00,6.974,993.979,0.0,91.838,228.615,3.754,-0.681,-0.784,-0.181,299.415,113.195,90.0,0.0,31.96,-1.603,-1.076,-0.615,-1.771,-1.906,-0.005,-0.03,3.755,2.816,-1.242,-0.465,-0.005,-0.281
2022-03-13 21:00:00+00:00,6.726,995.043,0.0,91.333,229.991,2.933,-0.737,-0.929,-0.055,272.457,127.011,90.0,0.0,33.184,-1.625,-1.09,-0.606,-1.794,-1.905,-0.005,-0.05,3.839,3.525,-1.304,-0.808,-0.361,-0.282
2022-03-13 22:00:00+00:00,6.277,995.821,0.0,92.8,237.997,2.93,-0.844,-1.009,-0.083,269.401,143.144,90.0,0.0,33.508,-1.607,-1.062,-0.6,-1.774,-1.881,-0.005,-0.03,3.853,3.342,-1.343,-1.047,-0.004,-0.282
2022-03-13 23:00:00+00:00,5.866,996.923,0.0,93.097,232.55,2.866,-0.809,-0.975,-0.093,272.512,161.901,90.0,0.0,33.854,-1.616,-1.062,-0.598,-1.783,-1.881,-0.005,-0.032,3.847,3.365,-1.329,-1.069,-0.004,-0.281
2022-03-14 00:00:00+00:00,5.917,998.123,0.0,90.549,240.331,2.729,-0.442,-0.553,0.082,300.104,-177.569,90.0,0.0,38.232,-1.618,-1.062,-0.608,-1.785,-5.76,-0.005,-0.024,4.022,7.229,-1.485,-1.271,-0.004,-0.281
2022-03-14 01:00:00+00:00,6.044,999.385,0.0,88.95,238.245,3.575,-0.506,-0.591,0.066,297.073,-157.312,90.0,0.0,35.15,-1.615,-1.061,-0.644,-1.782,-1.932,-0.005,-0.024,3.824,3.926,-1.311,-1.612,-0.004,-0.282
2022-03-14 02:00:00+00:00,6.029,999.807,0.0,88.811,238.781,2.916,-0.613,-0.748,-0.013,284.43,-139.171,90.0,0.0,38.496,-1.625,-1.068,-0.656,-1.793,-1.947,-0.005,-0.048,3.871,4.175,-1.34,-1.825,-0.004,-0.282
2022-03-14 03:00:00+00:00,5.444,1000.629,0.0,89.327,237.167,2.64,-0.998,-1.156,-0.22,258.193,-123.661,90.0,0.0,36.028,-1.632,-1.072,-0.658,-1.8,-1.92,-0.005,-0.043,3.99,4.478,-1.441,-2.181,-0.004,-0.28
2022-03-14 04:00:00+00:00,4.494,1001.603,0.0,91.443,232.929,3.287,-0.881,-1.029,-0.219,265.081,-110.309,90.0,0.0,41.969,-1.624,-1.067,-0.664,-1.791,-1.956,-0.005,-0.126,3.993,4.967,-1.455,-2.555,-0.004,-0.285
2022-03-14 05:00:00+00:00,4.111,1002.383,0.0,92.181,243.799,2.835,-1.021,-1.129,-0.323,251.406,-98.341,90.0,0.0,78.42,-1.618,-1.061,-0.714,-6.782,-6.524,-0.004,-0.065,9.445,8.892,-1.474,-2.18,-0.004,-0.281
2022-03-14 06:00:00+00:00,3.665,1002.837,0.0,93.43,244.493,2.819,5.089,4.915,1.619,249.449,-87.002,89.948,0.0,110.067,-1.601,-1.052,-0.85,-12.978,-7.01,-0.528,-0.218,17.855,9.642,-2.45,-2.268,-0.004,-0.282
2022-03-14 07:00:00+00:00,4.191,1004.216,0.0,91.717,222.225,1.673,130.413,65.274,392.379,256.917,-75.601,80.948,1029.0,99.312,-1.582,-1.039,-0.836,-11.017,-7.469,-0.474,-0.22,15.66,9.95,-2.395,-2.162,-0.004,-0.281
2022-03-14 08:00:00+00:00,5.621,1005.113,0.0,86.423,197.148,2.566,287.549,76.88,661.117,255.141,-63.464,71.674,5034.333,93.592,-1.558,-1.06,-0.795,-11.137,-9.121,-1.076,-1.272,15.917,13.097,-1.843,-2.034,-0.382,-0.706
2022-03-14 09:00:00+00:00,8.693,1005.804,0.0,75.046,156.991,1.024,442.949,88.777,784.866,260.615,-49.921,63.394,8776.0,82.172,-1.426,-1.068,-0.572,-7.214,-3.401,-1.156,-1.717,11.572,8.321,-1.477,-1.674,-0.842,-0.881
2022-03-14 10:00:00+00:00,10.024,1006.101,0.0,71.575,176.178,1.715,561.323,103.325,829.051,265.951,-34.396,56.733,11377.667,67.392,-1.247,-1.074,-0.543,-9.061,-3.879,-0.637,-1.477,12.606,7.152,-1.168,-1.133,-0.004,-0.887
2022-03-14 11:00:00+00:00,11.566,1006.213,0.0,63.445,171.43,2.013,639.729,106.597,868.619,270.301,-16.743,52.437,12847.333,53.32,-1.094,-1.065,-0.58,-7.557,-3.454,-1.17,-1.442,11.247,6.934,-0.78,-1.234,-0.007,-1.022
2022-03-14 12:00:00+00:00,12.287,1005.729,0.0,54.265,166.631,1.583,671.44,106.157,895.193,272.163,2.294,51.173,13365.667,46.516,-1.103,-1.071,-0.601,-3.634,-3.143,-0.958,-1.766,6.46,6.397,-0.712,-0.511,-0.475,-0.619
2022-03-14 13:00:00+00:00,12.693,1005.308,0.0,51.303,132.607,3.177,638.288,121.979,855.529,275.918,21.135,53.171,12847.0,47.338,-1.097,-1.065,-0.406,-5.962,-2.892,-0.91,-1.907,8.938,7.116,-0.652,-1.08,-0.695,-0.748
2022-03-14 14:00:00+00:00,13.284,1005.223,0.0,48.601,133.973,2.614,497.817,200.027,553.775,282.357,38.332,58.072,9930.0,41.52,-1.113,-1.078,-0.244,-1.25,-1.555,-1.269,-1.968,4.401,5.391,-0.786,-0.976,-0.281,-0.794
2022-03-14 15:00:00+00:00,13.699,1005.053,0.0,50.34,123.713,1.958,403.498,111.857,692.471,282.056,53.373,65.161,8412.667,39.157,-1.119,-1.062,-0.153,-2.441,-2.571,-0.865,-1.813,5.226,6.569,-0.784,-0.527,-0.968,-0.876
2022-03-14 16:00:00+00:00,13.71,1004.481,0.0,44.186,109.403,3.101,236.771,93.215,510.803,279.103,66.547,73.708,4622.667,39.443,-1.098,-1.068,-0.183,-2.54,-1.537,-1.145,-1.501,5.491,4.679,-0.535,-0.259,-0.609,-0.909
2022-03-14 17:00:00+00:00,12.919,1004.581,0.0,48.238,108.123,3.227,74.647,49.006,209.935,276.015,78.471,83.123,819.0,42.446,-1.092,-1.064,-0.255,-7.291,-1.569,-1.152,-1.144,10.742,4.083,-0.661,-0.188,-0.292,-0.943
2022-03-14 18:00:00+00:00,11.795,1005.046,0.0,53.139,117.357,2.982,0.086,-0.138,-0.467,279.678,89.82,90.0,0.0,39.583,-1.091,-1.062,-0.381,-4.567,-2.294,-0.281,-0.109,6.893,4.024,-0.823,-0.713,-0.357,-0.481
2022-03-14 19:00:00+00:00,11.077,1005.197,0.0,57.537,113.617,3.433,-1.181,-1.364,-0.403,280.099,101.266,90.0,0.0,30.139,-1.104,-1.075,-0.448,-1.606,-1.888,-0.132,-0.024,3.746,3.936,-1.055,-1.479,-0.005,-0.478
2022-03-14 20:00:00+00:00,10.331,1004.871,0.0,61.399,102.735,2.96,-0.965,-1.165,-0.343,286.923,113.513,90.0,0.0,30.842,-1.097,-1.068,-0.504,-1.259,-1.798,-0.061,-0.203,3.179,4.37,-1.02,-1.825,-0.004,-0.475
2022-03-14 21:00:00+00:00,9.815,1004.911,0.0,64.896,99.812,3.355,-1.02,-1.18,-0.363,280.358,127.322,90.0,0.0,30.064,-1.11,-1.081,-0.45,-1.273,-1.76,-0.005,-0.042,3.061,4.196,-0.991,-1.861,-0.005,-0.48
2022-03-14 22:00:00+00:00,9.385,1004.883,0.0,66.367,111.975,3.477,-0.85,-0.981,-0.291,295.195,143.422,90.0,0.0,30.318,-1.1,-1.071,-0.355,-1.262,-1.655,-0.005,-0.025,3.099,4.076,-1.025,-1.873,-0.004,-0.478
2022-03-14 23:00:00+00:00,8.898,1004.409,0.0,68.319,108.823,2.445,-0.734,-0.857,-0.268,299.659,162.101,90.0,0.0,30.372,-1.097,-1.068,-0.285,-1.259,-1.578,-0.005,-0.024,3.193,4.005,-1.135,-1.879,-0.004,-0.485
2022-03-15 00:00:00+00:00,8.691,1003.743,0.0,69.033,99.589,2.279,-0.511,-0.591,-0.169,320.382,-177.488,90.0,0.0,30.813,-1.105,-1.076,-0.231,-1.268,-1.538,-0.005,-0.024,3.127,3.963,-1.06,-1.884,-0.004,-0.484
2022-03-15 01:00:00+00:00,8.613,1003.322,0.0,70.045,119.334,2.521,-0.317,-0.39,-0.099,335.022,-157.356,90.0,0.0,30.306,-1.102,-1.072,-0.228,-1.264,-1.525,-0.005,-0.024,3.169,3.998,-1.106,-1.931,-0.004,-0.486
2022-03-15 02:00:00+00:00,8.365,1002.608,0.0,72.601,118.157,1.889,-0.35,-0.39,-0.103,336.976,-139.304,90.0,0.0,31.163,-1.112,-1.082,-0.306,-1.275,-1.61,-0.005,-0.024,3.265,4.072,-1.179,-1.929,-0.004,-0.47
2022-03-15 03:00:00+00:00,7.839,1001.913,0.0,82.025,136.485,2.7,-1.084,-1.153,-0.395,341.045,-123.842,90.0,0.0,32.23,-1.11,-1.081,-0.37,-1.274,-1.674,-0.005,-0.024,3.246,4.321,-1.169,-2.118,-0.004,-0.469
2022-03-15 04:00:00+00:00,7.937,1001.597,0.013,88.223,130.773,2.117,-0.707,-0.749,-0.221,345.849,-110.51,90.0,0.0,35.974,-1.101,-1.072,-0.436,-1.263,-1.731,-0.005,-0.072,3.2,4.294,-1.139,-1.97,-0.004,-0.467
2022-03-15 05:00:00+00:00,7.778,1001.251,0.013,91.94,109.483,1.479,-0.443,-0.461,-0.129,344.273,-98.549,90.0,0.0,69.762,-1.08,-1.05,-0.479,-5.806,-5.847,-0.004,-0.076,8.172,8.211,-1.165,-1.965,-0.004,-0.453
2022-03-15 06:00:00+00:00,8.063,1001.429,0.013,94.718,109.309,1.429,0.009,-0.015,-0.027,351.993,-87.21,89.854,0.0,87.934,-1.077,-1.048,-0.579,-9.168,-4.649,-0.004,-0.052,12.595,6.812,-1.858,-1.85,-0.004,-0.309
2022-03-15 07:00:00+00:00,8.323,1001.377,0.027,95.781,100.328,1.529,8.495,8.517,0.0,353.501,-75.802,80.6,301.3335,73.845,-1.082,-1.053,-0.537,-6.838,-3.565,-0.004,-0.037,10.117,5.749,-1.903,-1.839,-0.004,-0.309
2022-03-15 08:00:00+00:00,8.599,1001.258,0.0,96.221,104.224,1.349,44.198,44.219,0.082,353.245,-63.651,71.314,602.667,75.053,-1.066,-1.039,-0.521,-5.749,-3.516,-0.915,-0.806,12.503,6.633,-1.661,-1.762,-0.235,-0.379
2022-03-15 09:00:00+00:00,8.805,1001.619,0.013,95.946,82.553,0.58,20.693,20.648,0.013,355.657,-50.077,63.018,164.667,79.198,-1.095,-1.064,-0.446,-7.914,-3.535,-1.29,-1.302,13.018,7.509,-1.782,-1.635,-0.651,-0.53
2022-03-15 10:00:00+00:00,8.954,1001.224,0.013,95.963,55.8,1.597,44.796,44.706,0.056,357.711,-34.495,56.341,604.0,71.318,-1.089,-1.059,-0.282,-5.059,-1.54,-1.474,-1.542,10.276,5.031,-1.82,-0.888,-0.441,-0.681
2022-03-15 11:00:00+00:00,9.227,1000.955,0.0,95.878,54.987,1.231,40.412,40.307,0.105,358.64,-16.751,52.037,556.0,66.996,-1.102,-1.072,-0.254,-3.332,-1.55,-0.892,-0.93,7.273,3.914,-1.768,-0.8,-0.005,-0.61
2022-03-15 12:00:00+00:00,9.51,1000.71,0.0,95.46,69.537,1.017,41.297,41.177,0.203,360.302,2.398,50.78,562.333,60.364,-1.103,-1.075,-0.318,-4.333,-1.634,-1.493,-1.105,9.617,4.968,-1.727,-1.586,-0.078,-0.589
2022-03-15 13:00:00+00:00,9.489,1000.236,0.0,94.904,97.2,1.699,57.257,57.183,0.222,353.757,21.339,52.805,785.667,67.317,-1.103,-1.07,-0.278,-4.319,-1.559,-1.831,-1.614,9.962,6.524,-1.676,-1.701,-0.856,-0.881
2022-03-15 14:00:00+00:00,9.593,999.914,0.0,95.156,157.751,1.898,92.808,92.887,0.335,355.161,38.599,57.741,1235.667,63.222,-1.114,-1.083,-0.34,-3.92,-2.903,-1.776,-1.455,9.377,6.693,-1.618,-1.685,-0.005,-0.782
2022-03-15 15:00:00+00:00,10.113,999.438,0.0,93.029,149.983,2.499,138.952,139.273,0.378,338.499,53.67,64.863,1920.667,60.557,-1.118,-1.087,-0.336,-2.244,-3.003,-1.814,-1.214,7.277,5.772,-1.474,-0.751,-0.005,-0.831
2022-03-15 16:00:00+00:00,10.351,999.416,0.0,91.655,141.013,2.409,104.031,104.317,0.337,338.641,66.855,73.437,1406.333,57.809,-1.106,-1.071,-0.331,-4.316,-3.143,-1.771,-1.408,8.662,7.809,-0.928,-1.321,-1.051,-0.952
2022-03-15 17:00:00+00:00,10.525,999.733,0.0,91.601,123.103,1.751,25.592,25.602,0.123,352.577,78.783,82.867,220.333,46.167,-1.108,-1.078,-0.427,-6.334,-2.174,-1.398,-0.96,10.307,5.773,-0.915,-1.821,-0.005,-0.855
2022-03-15 18:00:00+00:00,10.519,1000.061,0.0,92.16,98.313,1.678,0.174,0.078,0.083,355.323,90.134,90.0,217.85685714285717,43.597,-1.083,-1.053,-0.38,-5.182,-2.231,-0.839,-0.5,8.415,5.166,-0.915,-1.484,-0.342,-0.564
2022-03-15 19:00:00+00:00,10.429,1000.303,0.0,92.994,98.193,1.956,-0.053,-0.199,0.013,355.357,101.583,90.0,215.38071428571428,34.994,-1.093,-1.063,-0.39,-1.731,-1.655,-0.435,-0.041,4.103,3.102,-0.915,-0.743,-0.004,-0.56
2022-03-15 20:00:00+00:00,10.268,1000.44,0.0,92.789,100.187,2.408,-0.111,-0.2,0.009,354.14,113.831,90.0,212.90457142857144,28.877,-1.092,-1.063,-0.401,-1.254,-1.696,-0.073,-0.047,3.335,2.575,-1.106,-0.141,-0.004,-0.558
2022-03-15 21:00:00+00:00,9.982,1000.059,0.0,93.191,99.843,2.306,-0.501,-0.59,-0.158,322.777,127.631,90.0,210.42842857142855,28.216,-1.105,-1.077,-0.374,-1.268,-1.681,-0.005,-0.073,3.065,2.591,-0.998,-0.136,-0.005,-0.564
2022-03-15 22:00:00+00:00,9.635,999.89,0.0,94.226,112.457,2.935,-0.51,-0.59,-0.146,322.253,143.699,90.0,207.9522857142857,27.749,-1.099,-1.07,-0.312,-1.261,-1.599,-0.005,-0.025,3.092,2.686,-1.036,-0.395,-0.005,-0.556
2022-03-15 23:00:00+00:00,9.381,1000.155,0.0,94.938,107.613,2.391,-0.401,-0.509,-0.129,327.806,162.301,90.0,205.4761428571429,28.336,-1.104,-1.075,-0.232,-1.267,-1.566,-0.005,-0.024,3.152,2.932,-1.086,-0.705,-0.005,-0.551
2022-03-16 00:00:00+00:00,9.333,999.731,0.0,95.003,117.331,2.186,-0.281,-0.401,-0.117,330.383,-177.408,90.0,203.0,28.293,-1.098,-1.068,-0.19,-1.26,-1.476,-0.005,-0.024,3.093,3.159,-1.031,-1.03,-0.005,-0.558
2022-03-16 01:00:00+00:00,9.146,999.329,0.0,95.112,107.547,2.103,-0.113,-0.199,-0.033,351.17,-157.399,90.0,200.52385714285717,29.506,-1.097,-1.067,-0.138,-1.259,-1.433,-0.005,-0.024,3.109,3.537,-1.044,-1.463,-0.005,-0.573
2022-03-16 02:00:00+00:00,8.979,999.069,0.0,95.166,107.343,1.89,-0.51,-0.605,-0.251,314.711,-139.435,90.0,198.04771428571428,30.407,-1.107,-1.077,-0.161,-1.27,-1.458,-0.005,-0.073,3.063,4.04,-1.086,-1.905,-0.005,-0.575
2022-03-16 03:00:00+00:00,8.937,998.839,0.0,95.095,124.095,2.144,-0.339,-0.395,-0.118,330.177,-124.021,90.0,195.57157142857145,29.971,-1.105,-1.075,-0.204,-1.268,-1.513,-0.005,-0.024,3.135,4.039,-1.155,-1.925,-0.005,-0.55
2022-03-16 04:00:00+00:00,8.685,998.681,0.0,95.294,110.883,2.383,-0.69,-0.78,-0.26,303.259,-110.711,90.0,193.09542857142856,34.672,-1.441,-1.067,-0.247,-1.606,-1.533,-0.38,-0.25,3.825,4.324,-1.085,-1.94,-0.004,-0.556
2022-03-16 05:00:00+00:00,8.337,998.444,0.0,96.233,123.91,2.613,-0.589,-0.598,-0.163,313.265,-98.756,90.0,190.61928571428567,71.854,-1.603,-1.051,-0.269,-6.816,-5.564,-0.004,-0.077,9.141,8.004,-1.132,-1.96,-0.004,-0.556
2022-03-16 06:00:00+00:00,8.232,998.613,0.0,96.931,136.17,2.253,4.461,4.435,-0.123,323.961,-87.418,89.713,188.1431428571429,83.931,-1.605,-1.05,-0.6,-8.708,-3.568,-0.304,-0.313,12.151,7.625,-1.697,-1.812,-1.318,-0.557
2022-03-16 07:00:00+00:00,8.085,999.003,0.0,97.247,138.81,2.007,27.771,27.858,-0.034,327.097,-76.004,80.252,185.667,73.387,-1.608,-1.054,-0.613,-5.265,-5.214,-0.868,-0.089,9.173,7.621,-1.811,-1.836,-0.004,-0.559
2022-03-16 08:00:00+00:00,7.95,998.957,0.0,97.158,142.127,2.522,53.815,53.987,0.008,317.858,-63.838,70.954,648.0,63.747,-1.609,-1.053,-0.44,-2.147,-2.004,-1.04,-1.096,6.269,5.772,-1.867,-1.838,-0.004,-0.845
2022-03-16 09:00:00+00:00,8.223,999.239,0.0,96.169,125.895,1.098,110.233,110.519,0.352,319.147,-50.233,62.642,1519.0,71.496,-1.617,-1.06,-0.321,-6.914,-2.547,-0.995,-1.626,11.972,6.886,-1.827,-1.79,-0.004,-1.03
2022-03-16 10:00:00+00:00,9.162,999.069,0.0,92.49,144.681,0.695,159.369,159.555,0.531,323.24,-34.594,55.948,2239.0,66.837,-1.627,-1.065,-0.324,-5.295,-3.513,-1.221,-1.463,9.763,7.384,-1.482,-1.407,-0.004,-1.11
2022-03-16 11:00:00+00:00,10.483,998.578,0.0,84.355,124.281,1.735,247.626,247.189,1.295,324.977,-16.758,51.635,3577.0,61.32,-1.621,-1.062,-0.255,-6.634,-1.554,-0.921,-1.48,10.599,5.3,-1.259,-0.822,-0.405,-1.072
2022-03-16 12:00:00+00:00,11.799,997.897,0.0,80.521,120.434,1.575,307.712,301.457,9.07,320.818,2.504,50.387,4801.0,48.565,-1.639,-1.074,-0.275,-3.84,-2.455,-0.898,-1.192,7.261,5.553,-1.014,-1.094,-0.004,-0.859
2022-03-16 13:00:00+00:00,12.307,997.206,0.0,79.225,151.175,2.136,289.379,286.143,5.045,333.589,21.545,52.439,4318.0,51.956,-1.644,-1.077,-0.2,-5.871,-2.705,-1.364,-1.262,9.899,6.178,-1.012,-1.314,-0.004,-0.979
2022-03-16 14:00:00+00:00,13.224,997.647,0.0,71.999,166.665,1.961,204.883,204.802,0.797,332.514,38.868,57.411,2931.667,46.268,-1.661,-1.086,-0.256,-3.958,-2.041,-1.251,-1.128,7.752,5.509,-1.018,-0.938,-0.426,-0.947
2022-03-16 15:00:00+00:00,12.735,997.469,0.0,76.983,167.476,1.77,72.858,72.905,0.11,346.001,53.969,64.567,1006.0,50.396,-1.641,-1.074,-0.286,-5.443,-1.638,-1.41,-1.253,9.409,5.58,-1.056,-1.387,-0.523,-0.743
2022-03-16 16:00:00+00:00,12.327,996.857,0.0,80.947,149.159,2.566,37.049,37.081,0.044,350.828,67.164,73.166,433.667,50.422,-1.604,-1.05,-0.237,-6.649,-1.685,-1.566,-1.311,10.647,4.583,-0.884,-0.286,-0.444,-0.819
2022-03-16 17:00:00+00:00,12.091,997.137,0.0,81.143,179.661,2.934,8.727,8.616,-0.109,347.363,79.095,82.612,6.0,39.271,-1.624,-1.064,-0.269,-2.499,-1.544,-0.514,-1.056,4.614,3.714,-0.665,-0.189,-0.027,-0.842
2022-03-16 18:00:00+00:00,11.853,997.677,0.0,83.019,228.183,2.267,-0.161,-0.302,-0.11,344.195,90.448,90.0,36.976214285714285,42.117,-1.614,-1.057,-0.216,-8.278,-1.532,-0.086,-0.858,10.643,4.132,-0.882,-0.555,-0.4,-0.686
2022-03-16 19:00:00+00:00,11.743,998.267,0.0,83.187,246.969,2.174,-0.424,-0.555,-0.12,344.483,101.9,90.0,67.95242857142857,34.1,-1.635,-1.069,-0.216,-1.936,-1.813,-0.148,-0.901,3.825,5.014,-0.904,-1.203,-0.368,-0.647
2022-03-16 20:00:00+00:00,11.789,998.905,0.0,83.92,265.28,3.0,-0.391,-0.458,-0.112,352.091,114.148,90.0,98.92864285714283,29.965,-1.649,-1.08,-0.275,-1.817,-1.627,-0.005,-0.604,3.358,4.576,-0.725,-1.652,-0.005,-0.641
2022-03-16 21:00:00+00:00,11.225,1000.033,0.0,85.553,301.492,5.811,-0.329,-0.528,0.184,360.654,127.94,90.0,129.90485714285714,29.745,-1.636,-1.072,-0.256,-1.803,-1.557,-0.165,-0.32,3.675,3.826,-0.896,-1.201,-0.005,-0.665
2022-03-16 22:00:00+00:00,10.263,1000.741,0.0,80.172,320.345,2.821,-0.178,-0.314,-0.085,350.041,143.974,90.0,160.88107142857143,29.483,-1.632,-1.07,-0.238,-1.798,-1.559,-0.005,-0.086,3.568,2.88,-0.966,-0.53,-0.005,-0.604
2022-03-16 23:00:00+00:00,9.89,1001.285,0.0,79.836,317.666,3.381,-0.359,-0.448,-0.108,337.416,162.5,90.0,191.8572857142857,28.54,-1.626,-1.066,-0.246,-1.792,-1.573,-0.005,-0.025,3.589,2.484,-0.993,-0.142,-0.005,-0.623
2022-03-17 00:00:00+00:00,9.399,1001.752,0.0,81.232,335.785,3.851,-0.367,-0.441,-0.109,335.934,-177.327,90.0,222.8335,28.834,-1.639,-1.075,-0.242,-1.807,-1.545,-0.005,-0.025,3.761,2.489,-1.159,-0.173,-0.005,-0.626
2022-03-17 01:00:00+00:00,9.11,1002.519,0.0,83.391,339.996,3.871,-0.413,-0.49,-0.109,331.481,-157.44,90.0,253.80971428571428,29.647,-1.641,-1.076,-0.262,-1.808,-1.593,-0.092,-0.042,3.74,2.521,-1.053,-0.194,-0.005,-0.569
2022-03-17 02:00:00+00:00,8.919,1003.245,0.0,85.075,337.896,3.733,-0.365,-0.419,-0.103,334.183,-139.564,90.0,284.78592857142854,30.272,-1.649,-1.081,-0.297,-1.817,-1.621,-0.005,-0.06,3.666,2.721,-1.153,-0.192,-0.153,-0.571
